,Extra service,Maximum Room Occupancy,Number of Rooms of Type,Room Name,Room Size,exampleDAPDollar,exampleDAPPercentage,exampleRADDollar,exampleRADPercentage,extraServiceFeesAmount,home,iD,maximumDAP,maximumRAD,rADExceedsThresholdApproved,serviceID,serviceSubType,suburb
4557,N,1,0,HB09/12,16.7,25.47,50.0,148000.0,50.0,,Meercroft Care,1-E6-1969,50.93,296000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4558,N,1,0,HB10/11,16.7,24.61,50.0,143000.0,50.0,,Meercroft Care,1-E6-1969,49.21,286000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4559,N,1,0,HB13/14/15/16,13,25.04,50.0,145500.0,50.0,,Meercroft Care,1-E6-1969,50.07,291000.0,No,1-EP-4131,Single room + ensuite,DEVONPORT
4560,N,1,0,Schooner 20 & 21,15 sqm,27.53,50.0,160000.0,50.0,,Melaleuca Court Nursing Home,1-E6-1650,55.06,320000.0,Pending Approval,1-EP-1341,Single room + ensuite,MINLATON
4561,N,2,0,Clipper 16 & Schooner 17,21 sqm,21.51,50.0,125000.0,50.0,,Melaleuca Court Nursing Home,1-E6-1650,43.01,250000.0,Pending Approval,1-EP-1341,Shared room + ensuite,MINLATON
4562,N,2,0,Clipper 14 & 15 & Schooner 22-25,21 sqm,21.51,50.0,125000.0,50.0,,Melaleuca Court Nursing Home,1-E6-1650,43.01,250000.0,Pending Approval,1-EP-1341,Shared room + shared bathroom,MINLATON
4563,N,2,0,Clipper 11,35 sqm,21.51,50.0,125000.0,50.0,,Melaleuca Court Nursing Home,1-E6-1650,43.01,250000.0,Pending Approval,1-EP-1341,Shared room + shared bathroom,MINLATON
4564,N,1,0,Clipper 9,19 sqm,24.09,50.0,140000.0,50.0,,Melaleuca Court Nursing Home,1-E6-1650,48.18,280000.0,Pending Approval,1-EP-1341,Single room + shared bathroom,MINLATON
4565,N,1,0,Clipper 7 & 8,23 sqm,24.09,50.0,140000.0,50.0,,Melaleuca Court Nursing Home,1-E6-1650,48.18,280000.0,Pending Approval,1-EP-1341,Single room + shared bathroom,MINLATON
4566,N,2,0,Clipper 6,25 sqm,21.51,50.0,125000.0,50.0,,Melaleuca Court Nursing Home,1-E6-1650,43.01,250000.0,Pending Approval,1-EP-1341,Shared room + shared bathroom,MINLATON
4567,N,1,0,Clipper 5,19 sqm,27.53,50.0,160000.0,50.0,,Melaleuca Court Nursing Home,1-E6-1650,55.06,320000.0,Pending Approval,1-EP-1341,Single room + ensuite,MINLATON
4568,N,1,0,Clipper 3-4 & Schooner 18-19,13 sqm,24.09,50.0,140000.0,50.0,,Melaleuca Court Nursing Home,1-E6-1650,48.18,280000.0,Pending Approval,1-EP-1341,Single room + shared bathroom,MINLATON
4569,N,1,0,Clipper 2,13 sqm,27.53,50.0,160000.0,50.0,,Melaleuca Court Nursing Home,1-E6-1650,55.06,320000.0,Pending Approval,1-EP-1341,Single room + ensuite,MINLATON
4570,N,2,0,Clipper 1,25 sqm,21.51,50.0,125000.0,50.0,,Melaleuca Court Nursing Home,1-E6-1650,43.01,250000.0,Pending Approval,1-EP-1341,Shared room + ensuite,MINLATON
4571,N,1,0,Clipper 12,17 sqm,27.53,50.0,160000.0,50.0,,Melaleuca Court Nursing Home,1-E6-1650,55.06,320000.0,Pending Approval,1-EP-1341,Single room + ensuite,MINLATON
4572,N,1,0,Clipper 10,17 sqm,24.09,50.0,140000.0,50.0,,Melaleuca Court Nursing Home,1-E6-1650,48.18,280000.0,Pending Approval,1-EP-1341,Single room + shared bathroom,MINLATON
4573,N,1,18,Deluxe Single,18,46.46,50.0,270000.0,50.0,0.0,Melaleuca Home For The Aged,1-E6-1979,92.91,540000.0,Pending Approval,1-EP-7027,Single room + ensuite,EAST DEVONPORT
4574,N,1,4,Large Single Type 2,17.5,46.46,50.0,270000.0,50.0,0.0,Melaleuca Home For The Aged,1-E6-1979,92.91,540000.0,Pending Approval,1-EP-7027,Single room + shared bathroom,EAST DEVONPORT
4575,N,1,4,Large Single with Ensuite,20.125,46.46,50.0,270000.0,50.0,0.0,Melaleuca Home For The Aged,1-E6-1979,92.91,540000.0,Pending Approval,1-EP-7027,Single room + ensuite,EAST DEVONPORT
4576,N,1,3,Standard Single,10.5,46.46,50.0,270000.0,50.0,0.0,Melaleuca Home For The Aged,1-E6-1979,92.91,540000.0,Pending Approval,1-EP-7027,Single room + ensuite,EAST DEVONPORT
4577,N,4,2,Standard Shared (Ward Style),34,46.46,50.0,270000.0,50.0,0.0,Melaleuca Home For The Aged,1-E6-1979,92.91,540000.0,Pending Approval,1-EP-7027,Shared room + no bathroom or ensuite,EAST DEVONPORT
4578,N,1,12,Premium Single,19,46.46,50.0,270000.0,50.0,0.0,Melaleuca Home For The Aged,1-E6-1979,92.91,540000.0,Pending Approval,1-EP-7027,Single room + ensuite,EAST DEVONPORT
4579,N,1,6,Premium,21.98 - 24.63,77.26,50.0,449000.0,50.0,0.0,Melbourne Hebrew Memorial Nursing Home,1-E6-2404,154.51,898000.0,Yes,1-EP-2172,Single room + ensuite,CAULFIELD
4580,Y,1,6,Premium (with extra services),21.98 - 24.63,77.26,50.0,449000.0,50.0,20.0,Melbourne Hebrew Memorial Nursing Home,1-E6-2404,154.51,898000.0,Yes,1-EP-2172,Single room + ensuite,CAULFIELD
4581,N,1,60,Standard,15.05-15.44,64.18,50.0,373000.0,50.0,0.0,Melbourne Hebrew Memorial Nursing Home,1-E6-2404,128.35,746000.0,Yes,1-EP-2172,Single room + ensuite,CAULFIELD
4582,Y,1,60,Standard (with extra services),15.05 - 15.44,64.18,50.0,373000.0,50.0,20.0,Melbourne Hebrew Memorial Nursing Home,1-E6-2404,128.35,746000.0,Yes,1-EP-2172,Single room + ensuite,CAULFIELD
4583,N,1,54,Superior,15.06 - 17.83,70.72,50.0,411000.0,50.0,0.0,Melbourne Hebrew Memorial Nursing Home,1-E6-2404,141.43,822000.0,Yes,1-EP-2172,Single room + ensuite,CAULFIELD
4584,Y,1,54,Superior (with extra services),15.06-17.83,70.72,50.0,411000.0,50.0,25.0,Melbourne Hebrew Memorial Nursing Home,1-E6-2404,141.43,822000.0,Yes,1-EP-2172,Single room + ensuite,CAULFIELD
4585,N,1,20,Lavender Wing (Dementia Specific),Average 24m2,38.71,50.0,225000.0,50.0,,Melrose Cottage Settlement,1-E6-104,77.42,450000.0,No,1-EP-6070,Single room + ensuite,PENDLE HILL
4586,N,1,60,Jasmine & Camellia Wings (Frail Aged),Average 24m2,38.71,50.0,225000.0,50.0,,Melrose Cottage Settlement,1-E6-104,77.42,450000.0,No,1-EP-6070,Single room + ensuite,PENDLE HILL
4587,N,1,0,Standard,22,34.41,50.0,200000.0,50.0,,Melville Grange Hostel,1-E6-1017,68.82,400000.0,No,1-EP-1020,Single room + ensuite,BERWICK
4588,N,1,0,Standard Plus Room,22,38.71,50.0,225000.0,50.0,,Melville Grange Hostel,1-E6-1017,77.42,450000.0,No,1-EP-1020,Single room + ensuite,BERWICK
4589,N,1,1,Single,7.3,18.07,50.0,105000.0,50.0,0.0,Menaville Nursing Home,1-E6-442,36.13,210000.0,No,1-EP-2226,Single room + no bathroom or ensuite,ROCKDALE
4590,N,1,1,Single with sink,7.3,18.07,50.0,105000.0,50.0,0.0,Menaville Nursing Home,1-E6-442,36.13,210000.0,No,1-EP-2226,Single room + no bathroom or ensuite,ROCKDALE
4591,N,2,1,Double - Ensuite,13.3,18.07,50.0,105000.0,50.0,0.0,Menaville Nursing Home,1-E6-442,36.13,210000.0,No,1-EP-2226,Shared room + shared bathroom,ROCKDALE
4592,N,2,1,Double,13.3,18.07,50.0,105000.0,50.0,0.0,Menaville Nursing Home,1-E6-442,36.13,210000.0,No,1-EP-2226,Shared room + no bathroom or ensuite,ROCKDALE
4593,N,3,1,Shared 3,22.2,18.07,50.0,105000.0,50.0,0.0,Menaville Nursing Home,1-E6-442,36.13,210000.0,No,1-EP-2226,Shared room + no bathroom or ensuite,ROCKDALE
4594,N,4,1,Shared 4,22.2,18.07,50.0,105000.0,50.0,0.0,Menaville Nursing Home,1-E6-442,36.13,210000.0,No,1-EP-2226,Shared room + no bathroom or ensuite,ROCKDALE
4595,N,4,0,Shared 4 Bed Room,30.75,30.11,50.0,175000.0,50.0,,Mercy Aged Care Services (Singleton),1-E6-523,60.22,350000.0,No,1-EP-2244,Shared room + no bathroom or ensuite,SINGLETON
4596,N,2,0,Twin Room,18,47.32,50.0,275000.0,50.0,,Mercy Aged Care Services (Singleton),1-E6-523,94.63,550000.0,No,1-EP-2244,Shared room + no bathroom or ensuite,SINGLETON
4597,N,1,0,Single High Care,10.5,47.32,50.0,275000.0,50.0,,Mercy Aged Care Services (Singleton),1-E6-523,94.63,550000.0,No,1-EP-2244,Single room + no bathroom or ensuite,SINGLETON
4598,N,1,7,Low Care,24,47.32,50.0,275000.0,50.0,,Mercy Aged Care Services (Singleton),1-E6-523,94.63,550000.0,No,1-EP-2244,Single room + ensuite,SINGLETON
4599,N,1,7,Low Care,24,47.32,50.0,275000.0,50.0,,Mercy Health Bethlehem Home For The Aged,1-E6-1099,94.63,550000.0,No,1-EP-5130,Single room + ensuite,GOLDEN SQUARE
4600,N,1,,"Single room, communal bathroom",17,14.63,50.0,85000.0,50.0,0.0,Mercy Place Abbottsford Nursing Home,1-DC3IHA,29.25,170000.0,,1-DC448C,Single room + no bathroom or ensuite,ABBOTSFORD
4601,N,1,,"Single Room, private ensuite",17,17.21,50.0,100000.0,50.0,0.0,Mercy Place Abbottsford Nursing Home,1-DC3IHA,34.41,200000.0,,1-DC448C,Single room + ensuite,ABBOTSFORD
4602,N,4,,"Shared room, shared bathroom",17,12.91,50.0,75000.0,50.0,0.0,Mercy Place Abbottsford Nursing Home,1-DC3IHA,25.81,150000.0,,1-DC448C,Shared room + shared bathroom,ABBOTSFORD
4603,N,1,,"Single room, shared ensuite",20,15.49,50.0,90000.0,50.0,0.0,Mercy Place Abbottsford Nursing Home,1-DC3IHA,30.97,180000.0,,1-DC448C,Single room + shared bathroom,ABBOTSFORD
4604,N,2,,"Shared room, shared bathroom",17,13.77,50.0,80000.0,50.0,0.0,Mercy Place Abbottsford Nursing Home,1-DC3IHA,27.53,160000.0,,1-DC448C,Shared room + shared bathroom,ABBOTSFORD
4605,N,1,0,Premium Room (Single room),17-18 m2,43.02,50.0,250000.0,50.0,,Mercy Place Albury,1-E6-583,86.03,500000.0,No,1-EP-5757,Single room + ensuite,ALBURY
4606,N,2,0,Standard (shared room and shared ensuite),35 m2,21.51,50.0,125000.0,50.0,,Mercy Place Albury,1-E6-583,43.01,250000.0,No,1-EP-5757,Shared room + shared bathroom,ALBURY
4607,N,1,,Lourdes Secure Unit,17-26,25.81,50.0,150000.0,50.0,0.0,Mercy Place Boronia,1-DC716Y,51.62,300000.0,,1-EHZ6WO,Single room + ensuite,BORONIA
4608,N,1,,"Single room, shared ensuite",17,24.09,50.0,140000.0,50.0,0.0,Mercy Place Boronia,1-DC716Y,48.18,280000.0,,1-EHZ6WO,Single room + shared bathroom,BORONIA
4609,N,1,,"Single room, shared ensuite",17,14.63,50.0,85000.0,50.0,0.0,Mercy Place Boronia,1-DC716Y,29.25,170000.0,,1-EHZ6WO,Single room + shared bathroom,BORONIA
4610,N,1,,"Single room, private ensuite",17,25.81,50.0,150000.0,50.0,0.0,Mercy Place Boronia,1-DC716Y,51.62,300000.0,,1-EHZ6WO,Single room + ensuite,BORONIA
4611,N,1,0,Premium Rooms,14-16 m2,25.81,50.0,150000.0,50.0,,Mercy Place Colac,1-E6-724,51.62,300000.0,No,1-EP-654,Single room + ensuite,COLAC
4612,N,1,0,Standard Rooms,14-16 m2,21.51,50.0,125000.0,50.0,,Mercy Place Colac,1-E6-724,43.01,250000.0,No,1-EP-654,Single room + shared bathroom,COLAC
4613,N,1,,Deluxe room,14 -16m2,43.02,50.0,250000.0,50.0,,Mercy Place Colac,1-E6-724,86.03,500000.0,,1-EP-654,Single room + ensuite,COLAC
4614,Y,1,0,Premium,17-26 m2,73.13,50.0,425000.0,50.0,100.0,Mercy Place East Melbourne,1-E6-2305,146.25,850000.0,Yes,1-EP-6764,Single room + ensuite,EAST MELBOURNE
4615,N,1,0,Standard (single room and shared ensuite),17 m2,47.32,50.0,275000.0,50.0,,Mercy Place East Melbourne,1-E6-2305,94.63,550000.0,No,1-EP-6764,Single room + shared bathroom,EAST MELBOURNE
4616,N,1,0,Gipps St View,17 m2,60.22,50.0,350000.0,50.0,,Mercy Place East Melbourne,1-E6-2305,120.44,700000.0,Yes,1-EP-6764,Single room + ensuite,EAST MELBOURNE
4617,N,1,0,Standard (single room and private ensuite),17 m2,51.62,50.0,300000.0,50.0,,Mercy Place East Melbourne,1-E6-2305,103.23,600000.0,Yes,1-EP-6764,Single room + ensuite,EAST MELBOURNE
4618,N,1,0,Premium room,Up to 22 square metres,64.52,50.0,375000.0,50.0,,Mercy Place Fernhill,1-E6-761,129.04,750000.0,Yes,1-EP-1687,Single room + ensuite,SANDRINGHAM
4619,N,1,0,Premium plus,Up to 17 square metres,73.13,50.0,425000.0,50.0,,Mercy Place Fernhill,1-E6-761,146.25,850000.0,Yes,1-EP-1687,Single room + ensuite,SANDRINGHAM
4620,N,1,0,Standard,17 square metres,47.32,50.0,275000.0,50.0,,Mercy Place Fernhill,1-E6-761,94.63,550000.0,No,1-EP-1687,Single room + ensuite,SANDRINGHAM
4621,N,1,0,Deluxe room,Deluxe rooms are spacious and range from 22 to 24,86.03,50.0,500000.0,50.0,,Mercy Place Fernhill,1-E6-761,172.05,1000000.0,Yes,1-EP-1687,Single room + ensuite,SANDRINGHAM
4622,N,1,0,Premium Rooms,18,40.87,50.0,237500.0,50.0,,Mercy Place Lathlain,1-E6-1896,81.73,475000.0,Pending Approval,1-EP-1683,Single room + ensuite,CARLISLE
4623,N,1,0,Superior Room,16,38.71,50.0,225000.0,50.0,,Mercy Place Lathlain,1-E6-1896,77.42,450000.0,Pending Approval,1-EP-1683,Single room + shared bathroom,CARLISLE
4624,N,2,0,Standard Rooms,20,32.26,50.0,187500.0,50.0,,Mercy Place Lathlain,1-E6-1896,64.52,375000.0,Pending Approval,1-EP-1683,Shared room + ensuite,CARLISLE
4625,N,1,0,Executive Rooms,20,45.17,50.0,262500.0,50.0,,Mercy Place Mandurah,1-E6-1911,90.33,525000.0,Pending Approval,1-EP-1682,Single room + ensuite,HALLS HEAD
4626,N,1,0,Premium Rooms,19,38.71,50.0,225000.0,50.0,,Mercy Place Mandurah,1-E6-1911,77.42,450000.0,Pending Approval,1-EP-1682,Single room + ensuite,HALLS HEAD
4627,N,2,0,Superior Rooms A,20,32.26,50.0,187500.0,50.0,,Mercy Place Mandurah,1-E6-1911,64.52,375000.0,Pending Approval,1-EP-1682,Shared room + ensuite,HALLS HEAD
4628,N,1,0,Superior Rooms B,18,27.96,50.0,162500.0,50.0,,Mercy Place Mandurah,1-E6-1911,55.92,325000.0,Pending Approval,1-EP-1682,Single room + no bathroom or ensuite,HALLS HEAD
4629,N,2,0,Standard Rooms,20,23.66,50.0,137500.0,50.0,,Mercy Place Mandurah,1-E6-1911,47.32,275000.0,Pending Approval,1-EP-1682,Shared room + no bathroom or ensuite,HALLS HEAD
4630,Y,1,0,Superior Suite,18,47.32,50.0,275000.0,50.0,20.0,Mercy Place Mont Clare,1-E6-2363,94.63,550000.0,Pending Approval,1-EP-656,Single room + ensuite,CLAREMONT
4631,N,1,0,Superior Suite Non Extra Service,21,47.32,50.0,275000.0,50.0,,Mercy Place Mont Clare,1-E6-2363,94.63,550000.0,Pending Approval,1-EP-656,Single room + ensuite,CLAREMONT
4632,Y,1,0,Executive Suite,21,73.13,50.0,425000.0,50.0,20.0,Mercy Place Mont Clare,1-E6-2363,146.25,850000.0,Yes,1-EP-656,Single room + ensuite,CLAREMONT
4633,Y,1,0,Premium Executive Suite,21,96.78,50.0,562500.0,50.0,20.0,Mercy Place Mont Clare,1-E6-2363,193.56,1125000.0,Yes,1-EP-656,Single room + ensuite,CLAREMONT
4634,Y,1,0,Premium Suite,18,59.79,50.0,347500.0,50.0,20.0,Mercy Place Mont Clare,1-E6-2363,119.58,695000.0,Yes,1-EP-656,Single room + ensuite,CLAREMONT
4635,N,1,0,Standard (single room and shared ensuite),13-15 m2,34.41,50.0,200000.0,50.0,,Mercy Place Montrose (Hostel),1-E6-755,68.82,400000.0,No,1-EP-6734,Single room + shared bathroom,MONTROSE
4636,N,1,0,Standard (single room and private ensuite),13-15 m2,34.41,50.0,200000.0,50.0,,Mercy Place Montrose (Hostel),1-E6-755,68.82,400000.0,No,1-EP-6734,Single room + ensuite,MONTROSE
4637,N,1,0,Standard (single room and shared ensuite),13-15,34.41,50.0,200000.0,50.0,,Mercy Place Montrose (Nursing Home),1-E6-1157,68.82,400000.0,No,1-EP-6762,Single room + shared bathroom,MONTROSE
4638,N,1,0,Standard (single room and private ensuite),13-15 m2,34.41,50.0,200000.0,50.0,,Mercy Place Montrose (Nursing Home),1-E6-1157,68.82,400000.0,No,1-EP-6762,Single room + ensuite,MONTROSE
4639,N,1,0,Standard (single room and private ensuite),15-17 m2,30.11,50.0,175000.0,50.0,,Mercy Place Mount St Joseph's,1-E6-376,60.22,350000.0,No,1-EP-7196,Single room + ensuite,YOUNG
4640,N,1,0,Standard (single room with shared ensuite),15-17 (m2),30.11,50.0,175000.0,50.0,,Mercy Place Mount St Joseph's,1-E6-376,60.22,350000.0,No,1-EP-7196,Single room + shared bathroom,YOUNG
4641,N,2,0,Standard (shared room with shared ensuite),33-34 m2,30.11,50.0,175000.0,50.0,,Mercy Place Mount St Joseph's,1-E6-376,60.22,350000.0,No,1-EP-7196,Shared room + shared bathroom,YOUNG
4642,N,1,0,Premium (single room and shared ensuite),17 m2,47.32,50.0,275000.0,50.0,13.0,Mercy Place Parkville,1-E6-2373,94.63,550000.0,Yes,1-EP-2778,Single room + shared bathroom,PARKVILLE
4643,N,1,0,Standard (single room with private ensuite),17 m2,25.81,50.0,150000.0,50.0,,Mercy Place Parkville,1-E6-2373,51.62,300000.0,No,1-EP-2778,Single room + ensuite,PARKVILLE
4644,N,1,0,Standard (single room with shared ensuite),17 m2,25.81,50.0,150000.0,50.0,,Mercy Place Parkville,1-E6-2373,51.62,300000.0,No,1-EP-2778,Single room + shared bathroom,PARKVILLE
4645,N,1,0,Deluxe (single room and private ensuite),17 m2,73.13,50.0,425000.0,50.0,13.0,Mercy Place Parkville,1-E6-2373,146.25,850000.0,Yes,1-EP-2778,Single room + ensuite,PARKVILLE
4646,N,1,0,Premium Room,Single rooms are 15-20m2  plus ensuite,43.02,50.0,250000.0,50.0,,Mercy Place Rice Village,1-E6-1057,86.03,500000.0,No,1-EP-2140,Single room + ensuite,MARSHALL
4647,N,1,0,Standard,15-17 (m2),17.21,50.0,100000.0,50.0,,Mercy Place Rice Village,1-E6-1057,34.41,200000.0,No,1-EP-2140,Single room + ensuite,MARSHALL
4648,N,1,0,Standard (single room and private ensuite),18-20 m2,38.71,50.0,225000.0,50.0,,Mercy Place Shepparton,1-E6-1074,77.42,450000.0,No,1-EP-6763,Single room + ensuite,SHEPPARTON
4649,N,1,0,Standard (single room and shared ensuite),18-20 m2,38.71,50.0,225000.0,50.0,,Mercy Place Shepparton,1-E6-1074,77.42,450000.0,No,1-EP-6763,Single room + shared bathroom,SHEPPARTON
4650,N,1,0,Standard (single room and shared ensuite),18-20 m2,38.71,50.0,225000.0,50.0,,Mercy Place Warrnambool,1-E6-2375,77.42,450000.0,No,1-EP-4719,Single room + shared bathroom,WARRNAMBOOL
4651,N,1,0,Standard (single room and private ensuite),12-24 m2,34.41,50.0,200000.0,50.0,,Mercy Place Wyndham,1-E6-1090,68.82,400000.0,No,1-EP-1689,Single room + ensuite,WERRIBEE
4652,N,1,0,Standard (single room and shared ensuite),14-24 m2,34.41,50.0,200000.0,50.0,,Mercy Place Wyndham,1-E6-1090,68.82,400000.0,No,1-EP-1689,Single room + shared bathroom,WERRIBEE
4653,N,2,0,Standard (shared room and shared ensuite),35 m2,34.41,50.0,200000.0,50.0,,Mercy Place Wyndham,1-E6-1090,68.82,400000.0,No,1-EP-1689,Shared room + shared bathroom,WERRIBEE
4654,N,2,0,Standard (shared room and shared ensuite),35 m2,34.41,50.0,200000.0,50.0,,Mercyville Hostel,1-E6-1740,68.82,400000.0,No,1-EP-4280,Shared room + shared bathroom,CRAIGIE
4655,N,1,0,New Room Type,8.96 m2,28.39,50.0,165000.0,50.0,,Meredith House Nursing Home,1-E6-443,56.78,330000.0,No,1-EP-6058,Single room + no bathroom or ensuite,STRATHFIELD
4656,N,2,0,New Room Type (1),23.56 m2,24.09,50.0,140000.0,50.0,,Meredith House Nursing Home,1-E6-443,48.18,280000.0,No,1-EP-6058,Shared room + no bathroom or ensuite,STRATHFIELD
4657,N,3,0,New Room Type (2),27.00 m2,19.79,50.0,115000.0,50.0,,Meredith House Nursing Home,1-E6-443,39.57,230000.0,No,1-EP-6058,Shared room + no bathroom or ensuite,STRATHFIELD
4658,N,3,0,New Room Type (2),27.00 m2,19.79,50.0,115000.0,50.0,,Merindah Lodge Aged Care Facility,1-E6-910,39.57,230000.0,No,1-EP-5473,Shared room + no bathroom or ensuite,CAMPERDOWN
4659,N,3,0,New Room Type (2),27.00 m2,19.79,50.0,115000.0,50.0,,Merindah Lodge Nursing Home,1-E6-951,39.57,230000.0,No,1-EP-392,Shared room + no bathroom or ensuite,CAMPERDOWN
4660,Y,1,81,Deluxe Single Room,20-25m2,25.72,50.0,149500.0,50.0,29.0,Mermaid Beach Aged Care Residence,1-E6-1479,51.44,299000.0,No,1-EP-60,Single room + ensuite,MERMAID BEACH
4661,Y,1,,Deluxe Single-GC View,20-25m2,33.55,50.0,195000.0,50.0,29.0,Mermaid Beach Aged Care Residence,1-E6-1479,67.1,390000.0,,1-EP-60,Single room + ensuite,MERMAID BEACH
4662,Y,1,,Deluxe Single-Atrium,20-25m2,30.97,50.0,180000.0,50.0,29.0,Mermaid Beach Aged Care Residence,1-E6-1479,61.94,360000.0,,1-EP-60,Single room + ensuite,MERMAID BEACH
4663,N,1,44,Deluxe Room - Private Room with Ensuite,18,38.71,50.0,225000.0,50.0,,Merrimac Park Private Care,1-E6-2368,77.42,450000.0,No,1-EP-5073,Single room + ensuite,MERRIMAC
4664,N,1,35,Premium Room - Private Room with Ensuite,18,47.32,50.0,275000.0,50.0,,Merrimac Park Private Care,1-E6-2368,94.63,550000.0,No,1-EP-5073,Single room + ensuite,MERRIMAC
4665,N,1,17,Superior Room - Private Room with Ensuite,18,30.11,50.0,175000.0,50.0,,Merrimac Park Private Care,1-E6-2368,60.22,350000.0,No,1-EP-5073,Single room + ensuite,MERRIMAC
4666,N,2,50,Two Bed,13-26,21.51,50.0,125000.0,50.0,0.0,Merrylands Aged Care Centre,1-E6-547,43.01,250000.0,No,1-EP-3042,Shared room + no bathroom or ensuite,GREYSTANES
4667,N,2,2,Two Bed + Ensuite,20,23.23,50.0,135000.0,50.0,0.0,Merrylands Aged Care Centre,1-E6-547,46.45,270000.0,No,1-EP-3042,Shared room + ensuite,GREYSTANES
4668,N,1,27,Single,10-14m2,28.39,50.0,165000.0,50.0,0.0,Merrylands Aged Care Centre,1-E6-547,56.78,330000.0,No,1-EP-3042,Single room + no bathroom or ensuite,GREYSTANES
4669,N,1,27,Single,10-14m2,28.39,50.0,165000.0,50.0,0.0,Merton Court Hostel,1-E6-54,56.78,330000.0,No,1-EP-4988,Single room + no bathroom or ensuite,DENMAN
4670,N,1,0,Room 14,18.04,30.11,50.0,175000.0,50.0,,Merv Irvine Nursing Home,1-E6-1153,60.22,350000.0,Pending Approval,1-EP-587,Single room + ensuite,BUNDOORA
4671,N,1,0,Room 15,11.29,30.11,50.0,175000.0,50.0,,Merv Irvine Nursing Home,1-E6-1153,60.22,350000.0,Pending Approval,1-EP-587,Single room + no bathroom or ensuite,BUNDOORA
4672,N,1,0,Room 16,10.82,30.11,50.0,175000.0,50.0,,Merv Irvine Nursing Home,1-E6-1153,60.22,350000.0,Pending Approval,1-EP-587,Single room + no bathroom or ensuite,BUNDOORA
4673,N,1,0,Room 17,11.65,30.11,50.0,175000.0,50.0,,Merv Irvine Nursing Home,1-E6-1153,60.22,350000.0,Pending Approval,1-EP-587,Single room + no bathroom or ensuite,BUNDOORA
4674,N,1,0,Room 18,11.65,30.11,50.0,175000.0,50.0,,Merv Irvine Nursing Home,1-E6-1153,60.22,350000.0,Pending Approval,1-EP-587,Single room + no bathroom or ensuite,BUNDOORA
4675,N,1,0,Room 19,10.82,30.11,50.0,175000.0,50.0,,Merv Irvine Nursing Home,1-E6-1153,60.22,350000.0,Pending Approval,1-EP-587,Single room + no bathroom or ensuite,BUNDOORA
4676,N,1,0,Room 20,11.29,30.11,50.0,175000.0,50.0,,Merv Irvine Nursing Home,1-E6-1153,60.22,350000.0,Pending Approval,1-EP-587,Single room + no bathroom or ensuite,BUNDOORA
4677,N,1,0,Room 21,14.8,30.11,50.0,175000.0,50.0,,Merv Irvine Nursing Home,1-E6-1153,60.22,350000.0,Pending Approval,1-EP-587,Single room + ensuite,BUNDOORA
4678,N,1,0,Room 22,14.66,30.11,50.0,175000.0,50.0,,Merv Irvine Nursing Home,1-E6-1153,60.22,350000.0,Pending Approval,1-EP-587,Single room + ensuite,BUNDOORA
4679,N,1,0,Room 1,14.43,30.11,50.0,175000.0,50.0,,Merv Irvine Nursing Home,1-E6-1153,60.22,350000.0,Pending Approval,1-EP-587,Single room + ensuite,BUNDOORA
4680,N,1,0,Room 2,14.91,30.11,50.0,175000.0,50.0,,Merv Irvine Nursing Home,1-E6-1153,60.22,350000.0,Pending Approval,1-EP-587,Single room + ensuite,BUNDOORA
4681,N,1,0,Room 3,18.31,30.11,50.0,175000.0,50.0,,Merv Irvine Nursing Home,1-E6-1153,60.22,350000.0,Pending Approval,1-EP-587,Single room + ensuite,BUNDOORA
4682,N,1,0,Room 4,18.04,30.11,50.0,175000.0,50.0,,Merv Irvine Nursing Home,1-E6-1153,60.22,350000.0,Pending Approval,1-EP-587,Single room + ensuite,BUNDOORA
4683,N,1,0,Room 5,11.29,30.11,50.0,175000.0,50.0,,Merv Irvine Nursing Home,1-E6-1153,60.22,350000.0,Pending Approval,1-EP-587,Single room + no bathroom or ensuite,BUNDOORA
4684,N,1,0,Room 6,10.82,30.11,50.0,175000.0,50.0,,Merv Irvine Nursing Home,1-E6-1153,60.22,350000.0,Pending Approval,1-EP-587,Single room + no bathroom or ensuite,BUNDOORA
4685,N,1,0,Room 7,11.65,30.11,50.0,175000.0,50.0,,Merv Irvine Nursing Home,1-E6-1153,60.22,350000.0,Pending Approval,1-EP-587,Single room + no bathroom or ensuite,BUNDOORA
4686,N,1,0,Room 8,11.65,30.11,50.0,175000.0,50.0,,Merv Irvine Nursing Home,1-E6-1153,60.22,350000.0,Pending Approval,1-EP-587,Single room + no bathroom or ensuite,BUNDOORA
4687,N,1,0,Room 9,10.82,30.11,50.0,175000.0,50.0,,Merv Irvine Nursing Home,1-E6-1153,60.22,350000.0,Pending Approval,1-EP-587,Single room + no bathroom or ensuite,BUNDOORA
4688,N,1,0,Room 10,11.29,30.11,50.0,175000.0,50.0,,Merv Irvine Nursing Home,1-E6-1153,60.22,350000.0,Pending Approval,1-EP-587,Single room + no bathroom or ensuite,BUNDOORA
